catalog_number,item_name,price,link,image_url,colors,dimensions,item_type
BC-SO-074,Hampton sofa with adjustable back,"$4,669.00",https://www.boconcept.com/en-us/p/hampton/4413001-10:441_sofaleg_1-14:3063/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '35 ""', 'width': '101 ""'}",sofas
BC-SO-075,"Osaka sofa with resting unit, tufted seat","$4,229.00",https://www.boconcept.com/en-us/p/osaka/433cv22-10:40104220_2-14:2063-21:4/,BoConcept_catalog/sofas/Osaka_sofa_with_resting_unit_tufted_seat.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '55¾ ""', 'height': '31½ ""', 'width': '78 ""'}",sofas
BC-SO-076,Hampton pouf,"$2,499.00",https://www.boconcept.com/en-us/p/hampton/4410100-9:0165-14:2257/,BoConcept_catalog/sofas/Hampton_pouf.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '15¾ ""', 'width': '42¼ ""'}",sofas
BC-SO-077,"Zürich 2,5 seater","$4,649.00",https://www.boconcept.com/en-us/p/zürich/4422501-9:0075-14:3092/,BoConcept_catalog/sofas/Zürich_25_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '38¼ ""', 'height': '35½ ""', 'width': '77¼ ""'}",sofas
BC-SO-078,Hampton pouf on wheels with storage left and right sides,"$2,569.00",https://www.boconcept.com/en-us/p/hampton/4410210-9:0137-14:2255/,BoConcept_catalog/sofas/Hampton_pouf_on_wheels_with_storage_left_and_right_sides.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '15¾ ""', 'width': '42¼ ""'}",sofas
BC-SO-079,Carmo sofa with lounging units,"$10,390.00",https://www.boconcept.com/en-us/p/carmo/412ak00-10:416_sofaleg_1-14:2063-21:5/,BoConcept_catalog/sofas/Carmo_sofa_with_lounging_units.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '64¼ ""', 'height': '28 ""', 'width': '127 ""'}",sofas
BC-SO-080,"Amsterdam 2.5 seating module, armrest left","$4,959.00",https://www.boconcept.com/en-us/p/amsterdam/4352503-10:435_sofalegs_2-14:2250-21:4/,BoConcept_catalog/sofas/Amsterdam_25_seating_module_armrest_left.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '24¾ ""', 'width': '71½ ""'}",sofas
BC-SO-081,"Hampton sofa with adjustable back, resting unit and storage left side","$9,829.00",https://www.boconcept.com/en-us/p/hampton/441be00-3:4-10:441_sofaleg_1-14:2067-21:4/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_resting_unit_and_storage_left_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '66¾ ""', 'height': '35 ""', 'width': '117½ ""'}",sofas
BC-SO-082,Berne 2 seater,"$3,349.00",https://www.boconcept.com/en-us/p/berne/4452001-9:0075-14:2058/,BoConcept_catalog/sofas/Berne_2_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '33½ ""', 'height': '29¼ ""', 'width': '61¼ ""'}",sofas
BC-SO-083,"Osaka sofa with resting unit, tufted seat","$4,069.00",https://www.boconcept.com/en-us/p/osaka/433ae22-10:40104220_2-14:3164-21:4/,BoConcept_catalog/sofas/Osaka_sofa_with_resting_unit_tufted_seat.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '55¾ ""', 'height': '31½ ""', 'width': '95½ ""'}",sofas
BC-SO-084,"Berne 2,5 seater","$3,869.00",https://www.boconcept.com/en-us/p/berne/4452501-9:0075-14:2058/,BoConcept_catalog/sofas/Berne_25_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '33½ ""', 'height': '29¼ ""', 'width': '69 ""'}",sofas
BC-SO-085,Hampton corner sofa with adjustable back and lounging unit,"$11,690.00",https://www.boconcept.com/en-us/p/hampton/441av00-10:441_sofaleg_1-14:2063-17:6-21:5/,BoConcept_catalog/sofas/Hampton_corner_sofa_with_adjustable_back_and_lounging_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '97 ""', 'height': '35 ""', 'width': '117½ ""'}",sofas
BC-SO-086,Carlton sofa,"$7,199.00",https://www.boconcept.com/en-us/p/carlton/417ad42-10:40104200_1-14:2257/,BoConcept_catalog/sofas/Carlton_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36¾ ""', 'height': '30¾ ""', 'width': '94½ ""'}",sofas
BC-SO-087,Carmo ottoman,"$2,149.00",https://www.boconcept.com/en-us/p/carmo/4120300-2:383-10:416_sofaleg_1-14:3091/,BoConcept_catalog/sofas/Carmo_ottoman.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36¼ ""', 'height': '16¾ ""', 'width': '36¼ ""'}",sofas
BC-SO-088,"Hampton sofa with adjustable back, resting unit and storage both sides","$10,990.00",https://www.boconcept.com/en-us/p/hampton/441bf00-3:6-10:441_sofaleg_1-14:2257-17:6-21:4/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_resting_unit_and_storage_both_sides.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '66¾ ""', 'height': '35 ""', 'width': '117½ ""'}",sofas
BC-SO-089,"Nawabari 3 seater, low leg","$4,149.00",https://www.boconcept.com/en-us/p/nawabari/4473001-9:447_leg_low-14:3221/,BoConcept_catalog/sofas/Nawabari_3_seater_low_leg.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '40¼ ""', 'height': '32½ ""', 'width': '94 ""'}",sofas
BC-SO-090,Milano 3-seater divided,"$7,359.00",https://www.boconcept.com/en-us/p/milano/480aa00-14:3331/,BoConcept_catalog/sofas/Milano_3_seater_divided.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '39½ ""', 'height': '30¾ ""', 'width': '90¾ ""'}",sofas
BC-SO-091,Zürich corner sofa with lounging unit,"$9,869.00",https://www.boconcept.com/en-us/p/zürich/442ak00-9:0075-14:3091-21:4/,BoConcept_catalog/sofas/Zürich_corner_sofa_with_lounging_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '91/93¾ ""', 'height': '36 ""', 'width': '121½/124¼ ""'}",sofas
BC-SO-092,Carmo 2-seater sofa,"$3,599.00",https://www.boconcept.com/en-us/p/carmo/4122001-10:416_sofaleg_1-14:2063/,BoConcept_catalog/sofas/Carmo_2_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28 ""', 'width': '73 ""'}",sofas
BC-SO-093,Salamanca 2-seater sofa,"$7,489.00",https://www.boconcept.com/en-us/p/salamanca/448aa00-10:448_sofaleg_0075-14:3091/,BoConcept_catalog/sofas/Salamanca_2_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '44½ ""', 'height': '37¼ ""', 'width': '89 ""'}",sofas
BC-SO-094,Indivi ottoman,"$1,059.00",https://www.boconcept.com/en-us/p/indivi/422be00-2:395-10:422_sofaleg_high_0708-14:2063/,BoConcept_catalog/sofas/Indivi_ottoman.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '21¾ ""', 'height': '18¼ ""', 'width': '26 ""'}",sofas
BC-SO-095,Salamanca 4-seater sofa,"$10,890.00",https://www.boconcept.com/en-us/p/salamanca/448ac00-10:448_sofaleg_0075-14:3201/,BoConcept_catalog/sofas/Salamanca_4_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '44½ ""', 'height': '37¼ ""', 'width': '169½ ""'}",sofas
BC-SO-096,Carlton sofa,"$4,199.00",https://www.boconcept.com/en-us/p/carlton/417ac42-10:40104200_1-14:3221/,BoConcept_catalog/sofas/Carlton_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36¾ ""', 'height': '30¾ ""', 'width': '80¾ ""'}",sofas
BC-SO-097,"Nawabari 2 seater, low leg","$5,099.00",https://www.boconcept.com/en-us/p/nawabari/4472001-9:447_leg_low-14:3211/,BoConcept_catalog/sofas/Nawabari_2_seater_low_leg.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '40¼ ""', 'height': '32½ ""', 'width': '68½ ""'}",sofas
BC-SO-098,Hampton sofa with adjustable back and resting unit left side,"$10,690.00",https://www.boconcept.com/en-us/p/hampton/441ba00-10:441_sofaleg_1-14:2250-17:6-21:4/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_resting_unit_left_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '66¾ ""', 'height': '35 ""', 'width': '117½ ""'}",sofas
BC-SO-099,Salamanca pouf small,"$1,749.00",https://www.boconcept.com/en-us/p/salamanca/4480100-10:448_sofaleg_0075-14:3097/,BoConcept_catalog/sofas/Salamanca_pouf_small.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '41 ""', 'height': '17¾ ""', 'width': '27 ""'}",sofas
BC-SO-100,Bergamo deco cushions,$229.00,https://www.boconcept.com/en-us/p/bergamo/4439000-14:3090/,BoConcept_catalog/sofas/Bergamo_deco_cushions.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '4¾ ""', 'height': '12¼ ""', 'width': '21½ ""'}",sofas
BC-SO-101,Carlton sofa with resting unit,"$10,290.00",https://www.boconcept.com/en-us/p/carlton/417ae42-10:40104200_1-14:2252-21:4/,BoConcept_catalog/sofas/Carlton_sofa_with_resting_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '63½ ""', 'height': '30¾ ""', 'width': '94½ ""'}",sofas
BC-SO-102,Hampton sofa with adjustable back,"$6,569.00",https://www.boconcept.com/en-us/p/hampton/4412501-10:441_sofaleg_1-14:2250/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '35 ""', 'width': '84¼ ""'}",sofas
BC-SO-103,Hampton corner sofa with adjustable back and storage,"$10,390.00",https://www.boconcept.com/en-us/p/hampton/441ap00-10:441_sofaleg_1-14:3063-21:4/,BoConcept_catalog/sofas/Hampton_corner_sofa_with_adjustable_back_and_storage.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '117½ ""', 'height': '35 ""', 'width': '117½ ""'}",sofas
BC-SO-104,"Salamanca open end, left","$6,149.00",https://www.boconcept.com/en-us/p/salamanca/4488000-10:448_sofaleg_0075-14:3097-21:4/,BoConcept_catalog/sofas/Salamanca_open_end_left.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '73¼ ""', 'height': '37¼ ""', 'width': '86 ""'}",sofas
BC-SO-105,"Osaka sofa with resting unit, tufted seat","$7,569.00",https://www.boconcept.com/en-us/p/osaka/433av22-10:40104220_3-14:5145-21:4/,BoConcept_catalog/sofas/Osaka_sofa_with_resting_unit_tufted_seat.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '55¾ ""', 'height': '31½ ""', 'width': '81¼ ""'}",sofas
BC-SO-106,Milano 2.5-seater sofa,"$6,399.00",https://www.boconcept.com/en-us/p/milano/4802501-14:3331/,BoConcept_catalog/sofas/Milano_25_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '39½ ""', 'height': '30¾ ""', 'width': '77 ""'}",sofas
BC-SO-107,Taylor ottoman,"$1,749.00",https://www.boconcept.com/en-us/p/taylor/4990510-14:3143/,BoConcept_catalog/sofas/Taylor_ottoman.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '32 ""', 'height': '17¼ ""', 'width': '37¼ ""'}",sofas
BC-SO-108,Salamanca sofa with resting unit,"$9,889.00",https://www.boconcept.com/en-us/p/salamanca/448aq00-10:448_sofaleg_0075-14:2063/,BoConcept_catalog/sofas/Salamanca_sofa_with_resting_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '66¾ ""', 'height': '37¼ ""', 'width': '111¼ ""'}",sofas
BC-SO-109,Carlton sofa with lounging units,"$8,059.00",https://www.boconcept.com/en-us/p/carlton/417ao42-10:40104200_1-14:3221-21:4/,BoConcept_catalog/sofas/Carlton_sofa_with_lounging_units.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '82½ ""', 'height': '30¾ ""', 'width': '96½ ""'}",sofas
BC-SO-110,Carmo 2.5-seater sofa,"$3,759.00",https://www.boconcept.com/en-us/p/carmo/4122502-10:416_sofaleg_1-14:2063-21:4/,BoConcept_catalog/sofas/Carmo_25_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28 ""', 'width': '77¼ ""'}",sofas
BC-SO-111,Zürich 2 seater,"$4,169.00",https://www.boconcept.com/en-us/p/zürich/4422001-9:0075-14:2063/,BoConcept_catalog/sofas/Zürich_2_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '38¼ ""', 'height': '35½ ""', 'width': '64¾ ""'}",sofas
BC-SO-112,Hampton sofa with adjustable back and storage on the right side,"$9,239.00",https://www.boconcept.com/en-us/p/hampton/441ac00-3:5-10:441_sofaleg_1-14:2257/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_storage_on_the_right_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '35 ""', 'width': '108½ ""'}",sofas
BC-SO-113,Salamanca cushion,$299.00,https://www.boconcept.com/en-us/p/salamanca/4489010-14:2063/,BoConcept_catalog/sofas/Salamanca_cushion.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '2 ""', 'height': '21¾ ""', 'width': '27¾ ""'}",sofas
BC-SO-114,Carmo corner module,"$4,099.00",https://www.boconcept.com/en-us/p/carmo/4126000-10:416_sofaleg_1-14:5150/,BoConcept_catalog/sofas/Carmo_corner_module.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '35½ ""', 'height': '28 ""', 'width': '35½ ""'}",sofas
BC-SO-115,Zürich corner sofa with lounging unit,"$5,699.00",https://www.boconcept.com/en-us/p/zürich/442ah00-9:0075-14:2110-21:5/,BoConcept_catalog/sofas/Zürich_corner_sofa_with_lounging_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '91/93¾ ""', 'height': '36 ""', 'width': '96½/99¼ ""'}",sofas
BC-SO-116,"Salamanca open end, right","$6,149.00",https://www.boconcept.com/en-us/p/salamanca/4488500-10:448_sofaleg_0075-14:2063-21:5/,BoConcept_catalog/sofas/Salamanca_open_end_right.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '73¼ ""', 'height': '37¼ ""', 'width': '86 ""'}",sofas
BC-SO-117,"Carmo 1-seater, no armrests","$2,399.00",https://www.boconcept.com/en-us/p/carmo/4121250-10:416_sofaleg_1-14:2063/,BoConcept_catalog/sofas/Carmo_1_seater_no_armrests.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28/28 ""', 'width': '34¾ ""'}",sofas
BC-SO-118,Amsterdam cushion,$399.00,https://www.boconcept.com/en-us/p/amsterdam/4359000-14:3032/,BoConcept_catalog/sofas/Amsterdam_cushion.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '6¾ ""', 'height': '17½ ""', 'width': '26½ ""'}",sofas
BC-SO-119,Carlton sofa,"$5,259.00",https://www.boconcept.com/en-us/p/carlton/417ab42-10:40104200_1-14:2063/,BoConcept_catalog/sofas/Carlton_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36¾ ""', 'height': '30¾ ""', 'width': '67 ""'}",sofas
BC-SO-120,Hampton corner sofa with adjustable back and storage on left side,"$15,990.00",https://www.boconcept.com/en-us/p/hampton/441an00-3:4-10:441_sofaleg_1-14:2255-21:4/,BoConcept_catalog/sofas/Hampton_corner_sofa_with_adjustable_back_and_storage_on_left_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '117½ ""', 'height': '35 ""', 'width': '117½ ""'}",sofas
BC-SO-121,"Salamanca 1.5-seater, left arm","$5,349.00",https://www.boconcept.com/en-us/p/salamanca/4481502-10:448_sofaleg_0075-14:2063-21:4/,BoConcept_catalog/sofas/Salamanca_15_seater_left_arm.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '44½ ""', 'height': '37¼ ""', 'width': '66¾ ""'}",sofas
BC-SO-122,Carmo 2-seater sofa,"$3,359.00",https://www.boconcept.com/en-us/p/carmo/4122002-10:416_sofaleg_1-14:2063/,BoConcept_catalog/sofas/Carmo_2_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28 ""', 'width': '64¼ ""'}",sofas
BC-SO-123,Carmo sofa with open end,"$2,699.00",https://www.boconcept.com/en-us/p/carmo/4125000-10:416_sofaleg_1-14:2063-21:4/,BoConcept_catalog/sofas/Carmo_sofa_with_open_end.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28 ""', 'width': '56 ""'}",sofas
BC-SO-124,Bergamo chaise longue sofa with storage,"$9,689.00",https://www.boconcept.com/en-us/p/bergamo/443bb00-14:3202-21:4/,BoConcept_catalog/sofas/Bergamo_chaise_longue_sofa_with_storage.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '65 ""', 'height': '32¾ ""', 'width': '141¾ ""'}",sofas
BC-SO-125,Bergamo stand alone pouf,"$2,049.00",https://www.boconcept.com/en-us/p/bergamo/4430200-14:2063/,BoConcept_catalog/sofas/Bergamo_stand_alone_pouf.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¾ ""', 'height': '17¾ ""', 'width': '42¾ ""'}",sofas
BC-SO-126,Southampton pouf on wheels with storage,"$2,319.00",https://www.boconcept.com/en-us/p/southampton/4990540-14:2063/,BoConcept_catalog/sofas/Southampton_pouf_on_wheels_with_storage.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '37½ ""', 'height': '17¾ ""', 'width': '40¼ ""'}",sofas
BC-SO-127,Bergamo sofa with lounging unit,"$8,249.00",https://www.boconcept.com/en-us/p/bergamo/443ac00-14:2063-21:5/,BoConcept_catalog/sofas/Bergamo_sofa_with_lounging_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¾ ""', 'height': '32¾ ""', 'width': '131½ ""'}",sofas
BC-SO-128,Hampton corner sofa with adjustable back,"$15,790.00",https://www.boconcept.com/en-us/p/hampton/441al00-10:441_sofaleg_1-14:2257-21:4/,BoConcept_catalog/sofas/Hampton_corner_sofa_with_adjustable_back.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '117½ ""', 'height': '35 ""', 'width': '117½ ""'}",sofas
BC-SO-129,Carmo chaise longue left,"$3,479.00",https://www.boconcept.com/en-us/p/carmo/4124302-10:416_sofaleg_1-14:2063-21:4/,BoConcept_catalog/sofas/Carmo_chaise_longue_left.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '67 ""', 'height': '28 ""', 'width': '36¼ ""'}",sofas
BC-SO-130,Hampton sofa with adjustable back and storage on the right side,"$5,999.00",https://www.boconcept.com/en-us/p/hampton/4412511-3:5-10:441_sofaleg_1-14:2063/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_storage_on_the_right_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '35 ""', 'width': '84¼ ""'}",sofas
BC-SO-131,Zürich corner sofa with lounging unit,"$9,299.00",https://www.boconcept.com/en-us/p/zürich/442ai00-9:0075-14:2065-21:4/,BoConcept_catalog/sofas/Zürich_corner_sofa_with_lounging_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '91/93¾ ""', 'height': '36 ""', 'width': '108½/111¼ ""'}",sofas
BC-SO-132,Bergamo chaise longue sofa,"$7,899.00",https://www.boconcept.com/en-us/p/bergamo/443bh00-14:3202-21:5/,BoConcept_catalog/sofas/Bergamo_chaise_longue_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '65 ""', 'height': '32¾ ""', 'width': '102½ ""'}",sofas
BC-SO-133,Milano 2-seater sofa,"$5,249.00",https://www.boconcept.com/en-us/p/milano/4802001-14:2063/,BoConcept_catalog/sofas/Milano_2_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '39½ ""', 'height': '30¾ ""', 'width': '71 ""'}",sofas
BC-SO-134,"Salamanca chaise longue, left arm","$4,549.00",https://www.boconcept.com/en-us/p/salamanca/4484002-10:448_sofaleg_0075-14:2063-21:4/,BoConcept_catalog/sofas/Salamanca_chaise_longue_left_arm.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '66¾ ""', 'height': '37¼ ""', 'width': '44½ ""'}",sofas
BC-SO-135,Carmo armchair,"$2,669.00",https://www.boconcept.com/en-us/p/carmo/4121253-10:416_sofaleg_1-14:2063/,BoConcept_catalog/sofas/Carmo_armchair.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28/28 ""', 'width': '43 ""'}",sofas
BC-SO-136,"Hampton sofa with adjustable back and lounging unit right side, storage and armrest left side","$7,989.00",https://www.boconcept.com/en-us/p/hampton/4412712-3:4-10:441_sofaleg_1-14:2255-17:6-21:5/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_lounging_unit_right_side_storage_and_armrest_left_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '35 ""', 'width': '97¼ ""'}",sofas
BC-SO-137,Hampton pouf with storage left and right sides,"$2,569.00",https://www.boconcept.com/en-us/p/hampton/4410110-9:0165-14:2255/,BoConcept_catalog/sofas/Hampton_pouf_with_storage_left_and_right_sides.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '15¾ ""', 'width': '42¼ ""'}",sofas
BC-SO-138,Zürich ottoman,"$1,769.00",https://www.boconcept.com/en-us/p/zürich/4420100-9:0075-14:3091/,BoConcept_catalog/sofas/Zürich_ottoman.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '16¼ ""', 'width': '28 ""'}",sofas
BC-SO-139,"Hampton sofa with adjustable back and lounging unit left side, armrest right","$7,449.00",https://www.boconcept.com/en-us/p/hampton/4412703-10:441_sofaleg_1-14:2250-17:6-21:4/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_lounging_unit_left_side_armrest_right.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '35 ""', 'width': '97¼ ""'}",sofas
BC-SO-140,Hampton sofa with adjustable back and storage on the right side,"$3,899.00",https://www.boconcept.com/en-us/p/hampton/4412011-3:5-10:441_sofaleg_1-14:3063/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_storage_on_the_right_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '35 ""', 'width': '73¼ ""'}",sofas
BC-SO-141,"Carmo open end, angled, right","$7,799.00",https://www.boconcept.com/en-us/p/carmo/4128000-10:416_sofaleg_1-14:2063-21:5/,BoConcept_catalog/sofas/Carmo_open_end_angled_right.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '64¼ ""', 'height': '28 ""', 'width': '84¼ ""'}",sofas
BC-SO-142,Milano ottoman,"$2,549.00",https://www.boconcept.com/en-us/p/milano/4800100-14:3331/,BoConcept_catalog/sofas/Milano_ottoman.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '39½ ""', 'height': '17½ ""', 'width': '31½ ""'}",sofas
BC-SO-143,Carlton ottoman,"$2,559.00",https://www.boconcept.com/en-us/p/carlton/417aa42-10:40104200_1-14:2255/,BoConcept_catalog/sofas/Carlton_ottoman.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '27¾ ""', 'height': '17 ""', 'width': '36¾ ""'}",sofas
BC-SO-144,Hampton sofa with adjustable back,"$5,769.00",https://www.boconcept.com/en-us/p/hampton/441aa00-10:441_sofaleg_1-14:3063-21:4/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '35 ""', 'width': '108½ ""'}",sofas
BC-SO-145,"Carmo 1-seater, no armrests","$2,269.00",https://www.boconcept.com/en-us/p/carmo/4121000-10:416_sofaleg_1-14:2063/,BoConcept_catalog/sofas/Carmo_1_seater_no_armrests.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28/28 ""', 'width': '28 ""'}",sofas
BC-SO-146,"Salamanca chaise longue, right arm","$4,549.00",https://www.boconcept.com/en-us/p/salamanca/4484003-10:448_sofaleg_0075-14:2063-21:5/,BoConcept_catalog/sofas/Salamanca_chaise_longue_right_arm.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '66¾ ""', 'height': '37¼ ""', 'width': '44½ ""'}",sofas
BC-SO-147,Indivi headrest,$519.00,https://www.boconcept.com/en-us/p/indivi/4229022-14:2063/,BoConcept_catalog/sofas/Indivi_headrest.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '5¾ ""', 'height': '7¼ ""', 'width': '27 ""'}",sofas
